"election_year","state","type","party","value","party_short","candidate","candidate_state","vp","vp_state","candidate_state_abb","vp_state_abb"
2016,"MD","popvote","republican",943169,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MD","popvote","democrat",1677928,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MD","popvote","others",160349,NA,NA,NA,NA,NA,NA,NA
2016,"MD","evote","diff",10,NA,NA,NA,NA,NA,NA,NA
2016,"MD","popvote","diff",734759,NA,NA,NA,NA,NA,NA,NA
2016,"MD","popvoteperc","democrat",0.603257442351928,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MD","popvoteperc","republican",0.339093047285477,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MD","popvoteperc","diff",0.264164395066451,NA,NA,NA,NA,NA,NA,NA
2016,"MA","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MA","evote","democrat",11,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MA","popvote","republican",1090893,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MA","popvote","democrat",1995196,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MA","popvote","others",238957,NA,NA,NA,NA,NA,NA,NA
2016,"MA","evote","diff",11,NA,NA,NA,NA,NA,NA,NA
2016,"MA","popvote","diff",904303,NA,NA,NA,NA,NA,NA,NA
2016,"MA","popvoteperc","democrat",0.600050645915876,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MA","popvoteperc","republican",0.328083581400077,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MA","popvoteperc","diff",0.271967064515799,NA,NA,NA,NA,NA,NA,NA
2016,"MI","evote","republican",16,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MI","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MI","popvote","republican",2279543,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MI","popvote","democrat",2268839,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MI","popvote","others",250902,NA,NA,NA,NA,NA,NA,NA
2016,"MI","evote","diff",-16,NA,NA,NA,NA,NA,NA,NA
2016,"MI","popvote","diff",-10704,NA,NA,NA,NA,NA,NA,NA
2016,"MI","popvoteperc","democrat",0.472745309508668,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MI","popvoteperc","republican",0.474975642199961,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MI","popvoteperc","diff",-0.00223033269129308,NA,NA,NA,NA,NA,NA,NA
2016,"MN","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MN","evote","democrat",10,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MN","popvote","republican",1322951,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MN","popvote","democrat",1367716,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MN","popvote","others",254146,NA,NA,NA,NA,NA,NA,NA
2016,"MN","evote","diff",10,NA,NA,NA,NA,NA,NA,NA
2016,"MN","popvote","diff",44765,NA,NA,NA,NA,NA,NA,NA
2016,"MN","popvoteperc","democrat",0.46444918573777,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MN","popvoteperc","republican",0.449247880935054,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MN","popvoteperc","diff",0.0152013048027158,NA,NA,NA,NA,NA,NA,NA
2016,"MS","evote","republican",6,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MS","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MS","popvote","republican",700714,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MS","popvote","democrat",485131,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MS","popvote","others",23512,NA,NA,NA,NA,NA,NA,NA
2016,"MS","evote","diff",-6,NA,NA,NA,NA,NA,NA,NA
2016,"MS","popvote","diff",-215583,NA,NA,NA,NA,NA,NA,NA
2016,"MS","popvoteperc","democrat",0.401147882717841,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MS","popvoteperc","republican",0.579410380888356,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MS","popvoteperc","diff",-0.178262498170515,NA,NA,NA,NA,NA,NA,NA
2016,"MO","evote","republican",10,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MO","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MO","popvote","republican",1594511,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MO","popvote","democrat",1071068,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MO","popvote","others",143026,NA,NA,NA,NA,NA,NA,NA
2016,"MO","evote","diff",-10,NA,NA,NA,NA,NA,NA,NA
2016,"MO","popvote","diff",-523443,NA,NA,NA,NA,NA,NA,NA
2016,"MO","popvoteperc","democrat",0.381352308352367,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MO","popvoteperc","republican",0.567723478381617,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MO","popvoteperc","diff",-0.186371170029249,NA,NA,NA,NA,NA,NA,NA
2016,"MT","evote","republican",3,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MT","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MT","popvote","republican",279240,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MT","popvote","democrat",177709,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MT","popvote","others",40198,NA,NA,NA,NA,NA,NA,NA
2016,"MT","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2016,"MT","popvote","diff",-101531,NA,NA,NA,NA,NA,NA,NA
2016,"MT","popvoteperc","democrat",0.35745765337013,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"MT","popvoteperc","republican",0.561684974464293,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"MT","popvoteperc","diff",-0.204227321094163,NA,NA,NA,NA,NA,NA,NA
2016,"NE","evote","republican",5,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NE","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NE","popvote","republican",495961,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NE","popvote","democrat",284494,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NE","popvote","others",63772,NA,NA,NA,NA,NA,NA,NA
2016,"NE","evote","diff",-5,NA,NA,NA,NA,NA,NA,NA
2016,"NE","popvote","diff",-211467,NA,NA,NA,NA,NA,NA,NA
2016,"NE","popvoteperc","democrat",0.336987563771355,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NE","popvoteperc","republican",0.587473511271258,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NE","popvoteperc","diff",-0.250485947499902,NA,NA,NA,NA,NA,NA,NA
2016,"NV","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NV","evote","democrat",6,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NV","popvote","republican",512058,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NV","popvote","democrat",539260,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NV","popvote","others",74067,NA,NA,NA,NA,NA,NA,NA
2016,"NV","evote","diff",6,NA,NA,NA,NA,NA,NA,NA
2016,"NV","popvote","diff",27202,NA,NA,NA,NA,NA,NA,NA
2016,"NV","popvoteperc","democrat",0.47917823678119,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NV","popvoteperc","republican",0.455006953176024,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NV","popvoteperc","diff",0.0241712836051662,NA,NA,NA,NA,NA,NA,NA
2016,"NH","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NH","evote","democrat",4,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NH","popvote","republican",345790,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NH","popvote","democrat",348526,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NH","popvote","others",49980,NA,NA,NA,NA,NA,NA,NA
2016,"NH","evote","diff",4,NA,NA,NA,NA,NA,NA,NA
2016,"NH","popvote","diff",2736,NA,NA,NA,NA,NA,NA,NA
2016,"NH","popvoteperc","democrat",0.468262626696906,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NH","popvoteperc","republican",0.464586669819534,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NH","popvoteperc","diff",0.00367595687737138,NA,NA,NA,NA,NA,NA,NA
2016,"NJ","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NJ","evote","democrat",14,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NJ","popvote","republican",1601933,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NJ","popvote","democrat",2148278,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NJ","popvote","others",123835,NA,NA,NA,NA,NA,NA,NA
2016,"NJ","evote","diff",14,NA,NA,NA,NA,NA,NA,NA
2016,"NJ","popvote","diff",546345,NA,NA,NA,NA,NA,NA,NA
2016,"NJ","popvoteperc","democrat",0.554530844496942,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NJ","popvoteperc","republican",0.413503866500295,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NJ","popvoteperc","diff",0.141026977996647,NA,NA,NA,NA,NA,NA,NA
2016,"NM","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NM","evote","democrat",5,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NM","popvote","republican",319667,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NM","popvote","democrat",385234,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NM","popvote","others",93418,NA,NA,NA,NA,NA,NA,NA
2016,"NM","evote","diff",5,NA,NA,NA,NA,NA,NA,NA
2016,"NM","popvote","diff",65567,NA,NA,NA,NA,NA,NA,NA
2016,"NM","popvoteperc","democrat",0.482556471786341,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NM","popvoteperc","republican",0.400425143332427,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NM","popvoteperc","diff",0.0821313284539138,NA,NA,NA,NA,NA,NA,NA
2016,"NY","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NY","evote","democrat",29,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NY","popvote","republican",2819533,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NY","popvote","democrat",4556118,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NY","popvote","others",345791,NA,NA,NA,NA,NA,NA,NA
2016,"NY","evote","diff",29,NA,NA,NA,NA,NA,NA,NA
2016,"NY","popvote","diff",1736585,NA,NA,NA,NA,NA,NA,NA
2016,"NY","popvoteperc","democrat",0.590060509422981,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NY","popvoteperc","republican",0.365156275213878,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NY","popvoteperc","diff",0.224904234209102,NA,NA,NA,NA,NA,NA,NA
2016,"NC","evote","republican",15,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NC","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NC","popvote","republican",2362631,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NC","popvote","democrat",2189316,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NC","popvote","others",189617,NA,NA,NA,NA,NA,NA,NA
2016,"NC","evote","diff",-15,NA,NA,NA,NA,NA,NA,NA
2016,"NC","popvote","diff",-173315,NA,NA,NA,NA,NA,NA,NA
2016,"NC","popvoteperc","democrat",0.461728661682095,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"NC","popvoteperc","republican",0.498280946961804,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"NC","popvoteperc","diff",-0.0365522852797094,NA,NA,NA,NA,NA,NA,NA
2016,"ND","evote","republican",3,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"ND","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"ND","popvote","republican",216794,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"ND","popvote","democrat",93758,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"ND","popvote","others",33808,NA,NA,NA,NA,NA,NA,NA
2016,"ND","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2016,"ND","popvote","diff",-123036,NA,NA,NA,NA,NA,NA,NA
2016,"ND","popvoteperc","democrat",0.27226739458706,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"ND","popvoteperc","republican",0.629556278313393,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"ND","popvoteperc","diff",-0.357288883726333,NA,NA,NA,NA,NA,NA,NA
2016,"OH","evote","republican",18,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OH","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OH","popvote","republican",2841005,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OH","popvote","democrat",2394164,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OH","popvote","others",261318,NA,NA,NA,NA,NA,NA,NA
2016,"OH","evote","diff",-18,NA,NA,NA,NA,NA,NA,NA
2016,"OH","popvote","diff",-446841,NA,NA,NA,NA,NA,NA,NA
2016,"OH","popvoteperc","democrat",0.4355807627672,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OH","popvoteperc","republican",0.516876506757862,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OH","popvoteperc","diff",-0.0812957439906617,NA,NA,NA,NA,NA,NA,NA
2016,"OK","evote","republican",7,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OK","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OK","popvote","republican",949136,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OK","popvote","democrat",420375,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OK","popvote","others",83481,NA,NA,NA,NA,NA,NA,NA
2016,"OK","evote","diff",-7,NA,NA,NA,NA,NA,NA,NA
2016,"OK","popvote","diff",-528761,NA,NA,NA,NA,NA,NA,NA
2016,"OK","popvoteperc","democrat",0.289316802845439,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OK","popvoteperc","republican",0.653228648196274,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OK","popvoteperc","diff",-0.363911845350835,NA,NA,NA,NA,NA,NA,NA
2016,"OR","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OR","evote","democrat",7,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OR","popvote","republican",782403,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OR","popvote","democrat",1002106,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OR","popvote","others",216827,NA,NA,NA,NA,NA,NA,NA
2016,"OR","evote","diff",7,NA,NA,NA,NA,NA,NA,NA
2016,"OR","popvote","diff",219703,NA,NA,NA,NA,NA,NA,NA
2016,"OR","popvoteperc","democrat",0.500718520028621,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"OR","popvoteperc","republican",0.390940351844968,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"OR","popvoteperc","diff",0.109778168183653,NA,NA,NA,NA,NA,NA,NA
2016,"PA","evote","republican",20,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"PA","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"PA","popvote","republican",2970733,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"PA","popvote","democrat",2926441,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"PA","popvote","others",268304,NA,NA,NA,NA,NA,NA,NA
2016,"PA","evote","diff",-20,NA,NA,NA,NA,NA,NA,NA
2016,"PA","popvote","diff",-44292,NA,NA,NA,NA,NA,NA,NA
2016,"PA","popvoteperc","democrat",0.474649491896654,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"PA","popvoteperc","republican",0.481833363122859,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"PA","popvoteperc","diff",-0.00718387122620501,NA,NA,NA,NA,NA,NA,NA
2016,"RI","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"RI","evote","democrat",4,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"RI","popvote","republican",180543,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"RI","popvote","democrat",252525,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"RI","popvote","others",31076,NA,NA,NA,NA,NA,NA,NA
2016,"RI","evote","diff",4,NA,NA,NA,NA,NA,NA,NA
2016,"RI","popvote","diff",71982,NA,NA,NA,NA,NA,NA,NA
2016,"RI","popvoteperc","democrat",0.544066065703747,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"RI","popvoteperc","republican",0.388980574993967,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"RI","popvoteperc","diff",0.15508549070978,NA,NA,NA,NA,NA,NA,NA
2016,"SC","evote","republican",9,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"SC","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"SC","popvote","republican",1155389,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"SC","popvote","democrat",855373,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"SC","popvote","others",92265,NA,NA,NA,NA,NA,NA,NA
2016,"SC","evote","diff",-9,NA,NA,NA,NA,NA,NA,NA
2016,"SC","popvote","diff",-300016,NA,NA,NA,NA,NA,NA,NA
2016,"SC","popvoteperc","democrat",0.406734197896651,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"SC","popvoteperc","republican",0.549393326856954,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"SC","popvoteperc","diff",-0.142659128960303,NA,NA,NA,NA,NA,NA,NA
2016,"SD","evote","republican",3,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"SD","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"SD","popvote","republican",227721,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"SD","popvote","democrat",117458,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"SD","popvote","others",24914,NA,NA,NA,NA,NA,NA,NA
2016,"SD","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2016,"SD","popvote","diff",-110263,NA,NA,NA,NA,NA,NA,NA
2016,"SD","popvoteperc","democrat",0.31737428159949,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"SD","popvoteperc","republican",0.615307503789588,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"SD","popvoteperc","diff",-0.297933222190098,NA,NA,NA,NA,NA,NA,NA
2016,"TN","evote","republican",11,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"TN","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"TN","popvote","republican",1522925,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"TN","popvote","democrat",870695,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"TN","popvote","others",114407,NA,NA,NA,NA,NA,NA,NA
2016,"TN","evote","diff",-11,NA,NA,NA,NA,NA,NA,NA
2016,"TN","popvote","diff",-652230,NA,NA,NA,NA,NA,NA,NA
2016,"TN","popvoteperc","democrat",0.347163327986501,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"TN","popvoteperc","republican",0.607220336942146,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"TN","popvoteperc","diff",-0.260057008955645,NA,NA,NA,NA,NA,NA,NA
2016,"TX","evote","republican",36,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"TX","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"TX","popvote","republican",4685047,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"TX","popvote","democrat",3877868,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"TX","popvote","others",406311,NA,NA,NA,NA,NA,NA,NA
2016,"TX","evote","diff",-36,NA,NA,NA,NA,NA,NA,NA
2016,"TX","popvote","diff",-807179,NA,NA,NA,NA,NA,NA,NA
2016,"TX","popvoteperc","democrat",0.43235257981012,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"TX","popvoteperc","republican",0.522346855793354,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"TX","popvoteperc","diff",-0.0899942759832342,NA,NA,NA,NA,NA,NA,NA
2016,"UT","evote","republican",6,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"UT","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"UT","popvote","republican",515231,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"UT","popvote","democrat",310676,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"UT","popvote","others",305523,NA,NA,NA,NA,NA,NA,NA
2016,"UT","evote","diff",-6,NA,NA,NA,NA,NA,NA,NA
2016,"UT","popvote","diff",-204555,NA,NA,NA,NA,NA,NA,NA
2016,"UT","popvoteperc","democrat",0.274587027036582,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"UT","popvoteperc","republican",0.455380359368233,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"UT","popvoteperc","diff",-0.180793332331651,NA,NA,NA,NA,NA,NA,NA
2016,"VT","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"VT","evote","democrat",3,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"VT","popvote","republican",95369,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"VT","popvote","democrat",178573,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"VT","popvote","others",41125,NA,NA,NA,NA,NA,NA,NA
2016,"VT","evote","diff",3,NA,NA,NA,NA,NA,NA,NA
2016,"VT","popvote","diff",83204,NA,NA,NA,NA,NA,NA,NA
2016,"VT","popvoteperc","democrat",0.566777859947249,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"VT","popvoteperc","republican",0.302694347551473,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"VT","popvoteperc","diff",0.264083512395776,NA,NA,NA,NA,NA,NA,NA
2016,"VA","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"VA","evote","democrat",13,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"VA","popvote","republican",1769443,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"VA","popvote","democrat",1981473,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"VA","popvote","others",233715,NA,NA,NA,NA,NA,NA,NA
2016,"VA","evote","diff",13,NA,NA,NA,NA,NA,NA,NA
2016,"VA","popvote","diff",212030,NA,NA,NA,NA,NA,NA,NA
2016,"VA","popvoteperc","democrat",0.497278919930101,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"VA","popvoteperc","republican",0.444066966301271,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"VA","popvoteperc","diff",0.0532119536288304,NA,NA,NA,NA,NA,NA,NA
2016,"WA","evote","republican",0,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WA","evote","democrat",8,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WA","popvote","republican",1221747,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WA","popvote","democrat",1742718,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WA","popvote","others",352554,NA,NA,NA,NA,NA,NA,NA
2016,"WA","evote","diff",8,NA,NA,NA,NA,NA,NA,NA
2016,"WA","popvote","diff",520971,NA,NA,NA,NA,NA,NA,NA
2016,"WA","popvoteperc","democrat",0.525386800618266,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WA","popvoteperc","republican",0.368326801866375,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WA","popvoteperc","diff",0.157059998751891,NA,NA,NA,NA,NA,NA,NA
2016,"WV","evote","republican",5,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WV","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WV","popvote","republican",489371,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WV","popvote","democrat",188794,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WV","popvote","others",36258,NA,NA,NA,NA,NA,NA,NA
2016,"WV","evote","diff",-5,NA,NA,NA,NA,NA,NA,NA
2016,"WV","popvote","diff",-300577,NA,NA,NA,NA,NA,NA,NA
2016,"WV","popvoteperc","democrat",0.264260809072496,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WV","popvoteperc","republican",0.684987745355343,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WV","popvoteperc","diff",-0.420726936282846,NA,NA,NA,NA,NA,NA,NA
2016,"WI","evote","republican",10,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WI","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WI","popvote","republican",1405284,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WI","popvote","democrat",1382536,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WI","popvote","others",188330,NA,NA,NA,NA,NA,NA,NA
2016,"WI","evote","diff",-10,NA,NA,NA,NA,NA,NA,NA
2016,"WI","popvote","diff",-22748,NA,NA,NA,NA,NA,NA,NA
2016,"WI","popvoteperc","democrat",0.464538413722427,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WI","popvoteperc","republican",0.472181845673101,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WI","popvoteperc","diff",-0.00764343195067457,NA,NA,NA,NA,NA,NA,NA
2016,"WY","evote","republican",3,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WY","evote","democrat",0,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WY","popvote","republican",174419,"R","Trump","New York","Mike Pence","Indiana","NY","IN"
2016,"WY","popvote","democrat",55973,"D","Clinton","New York","Tim Kaine","Virginia","NY","VA"
2016,"WY","popvote","others",25457,NA,NA,NA,NA,NA,NA,NA
2016,"WY","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2016,"WY","popvote","diff",-118446,NA,NA,NA,NA,NA,NA,NA
